gene_id	gene_short_name	YPGR_Day1_Rep1	YPGR_Day2_Rep1	YPGR_Day3_Rep1	YPGR_Day4_Rep1	YPGR_Day5_Rep1	YPD_Day1_Rep1	YPD_Day2_Rep1	YPD_Day3_Rep1	YPD_Day4_Rep1	YPD_Day5_Rep1	YPGR_Day1_Rep2	YPGR_Day2_Rep2	YPGR_Day3_Rep2	YPGR_Day4_Rep2	YPGR_Day5_Rep2	YPD_Day1_Rep2	YPD_Day2_Rep2	YPD_Day3_Rep2	YPD_Day4_Rep2	YPD_Day5_Rep2	YPGR_Day1_Rep3	YPGR_Day2_Rep3	YPGR_Day3_Rep3	YPGR_Day4_Rep3	YPGR_Day5_Rep3	YPD_Day1_Rep3	YPD_Day2_Rep3	YPD_Day3_Rep3	YPD_Day4_Rep3	YPD_Day5_Rep3
YEL020W-A	TIM9	27.929079	10.214658	1.277635	0	0	47.658104	63.97187	89.992996	45.489594	51.133007	27.659344	6.224148	2.155639	0.09799	1.054943	53.840973	61.715508	38.979652	41.327072	28.726311	56.543625	11.481306	1.507433	0	0	79.517387	71.132439	50.372211	42.017757	53.969822
YGR008C	STF2	228.546021	250.893494	288.419617	266.88501	332.672302	156.015701	236.159149	227.128464	216.02034	250.326767	230.018845	282.928833	343.068512	169.378906	154.066681	265.113098	261.00119	233.541458	289.064484	223.599304	178.600403	163.049973	146.972061	126.417183	120.327324	180.201202	139.061218	189.433533	178.155228	97.454247
YGL194C-A	YGL194C-A	0	0.707448	0.694024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970148	0	0	0	0	0	0
YJR085C	YJR085C	0	0.208746	0.65636	0	0	1.086156	0.126791	0.708272	0.47639	0.362296	0.350009	1.569472	0.303649	0.54776	0	0.132803	16.454115	0.552869	0.144255	0.857054	0.134724	0.247574	3.004698	0	0.367538	0.11621	0.373707	1.955747	0.388429	0.315888
YDR357C	YDR357C	12.549731	12.735594	23.965183	16.464293	20.530874	3.809022	10.092976	14.376868	12.612616	16.823597	18.674347	20.711714	25.143631	10.011264	9.728453	10.872543	9.781378	12.246346	9.87879	8.374051	10.105517	6.964535	3.115633	3.358852	7.417826	13.697974	26.057783	32.133701	25.388174	21.390141
YIL105W-A	YIL105W-A	0	35.348644	0	30.516668	50.882511	4.797357	5.342422	0	0	0.266293	7.183362	0.183071	0.357854	0.251034	4.68391	0	0	7.891871	12.657316	8.591452	14.346402	13.306406	0	0	9.729942	7.121629	0	0	0	0
YHR072W-A	NOP10	40.939945	5.269706	1.358464	0.449293	0	27.015795	2.7082	5.575143	14.907343	3.666765	16.787495	7.956545	6.674136	7.736474	8.343072	58.465069	100.992661	60.77758	69.66761	74.118523	55.747753	37.332855	35.676617	39.497032	49.687275	50.66235	35.360573	58.6954	25.467035	21.750219
YJL205C	NCE101	0.242579	0	0	0.251154	0	0.337756	0	0	0	0	0	0	0	0.2555	0.539738	0	0	0	0	0	0.376346	0.173563	0	0.461061	0	0	0	1.083256	1.572594	0
YBR091C	MRS5	28.437305	7.793449	8.28319	5.803895	9.510999	32.073387	25.273092	20.151409	26.213236	24.287231	39.793152	29.424694	14.070027	7.9542	7.782043	18.972067	6.780823	9.832415	6.17599	11.742928	22.105274	15.869188	11.354538	10.263047	5.329717	28.253799	24.783779	12.728689	10.854806	2.063166
YKL137W	CMC1	0	0	0	0	0	0	0.448881	0	0	0	0	0	0.330183	0.518415	0.486728	0.528938	0.419871	0	0	0	0	0.49791	0	0	0	0	0	0	0	0
YNR036C	YNR036C	0.343643	0	0	0.808617	0	1.051102	0.216562	0.796152	0	2.098887	0.434508	0	0.200112	1.131088	0	0.441813	2.107292	0.761092	0.716323	2.297172	0.36023	0.307342	0.420292	0	0	0.897644	0.463927	0.273487	0.843855	0.813347
YLL014W	YLL014W	0	0.525717	0	0	0.582594	0	0.114168	0	0	0	0	0	0	0	0	0	0	1.022072	1.012054	0	0	0	0	0	0.028825	0	0	0.02576	0	0
YAR035C-A	YAR035C-A	25.840668	46.603603	36.664097	32.514313	32.842869	31.076572	21.92816	32.608341	27.506969	21.318434	39.118263	43.762939	31.41074	39.343487	47.854736	36.180008	36.627377	34.354206	37.294876	33.512306	35.326225	45.039211	25.462759	31.485249	38.167332	21.210979	24.862141	26.532909	35.787849	30.72909
YJR140W-A	YJR140W-A	0	0	0	0	0	0	0	0	0	0	0	0	0.283523	0	0.268153	0	0	0	0	0	0.137903	0.080826	0	0	0	0	0	0	0	0
YEL050W-A	YEL050W-A	0	0	0	0	0	7.881523	0	0	0	0	0	0	0	0	0	6.479491	0	0	0.861828	0	0	0.739542	0	0	0	0	0	0	0	0
YGL014C-A	YGL014C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.876494	0	0	0	0	0	0	0	0
YMR181C	YMR181C	124.845024	110.447502	114.928268	107.144287	125.711586	83.702217	68.344429	83.10408	108.119904	73.199142	86.701851	62.601967	72.276718	27.59947	22.711914	66.491158	60.6614	30.106888	52.402332	54.218746	96.112289	42.627838	37.874863	15.068866	10.503907	97.767426	76.162857	52.31673	81.287384	50.717682
YLR262C-A	TMA7	83.109703	45.322906	61.444065	67.208176	39.738148	31.99535	85.202499	70.834663	47.703083	44.356094	50.363686	41.077991	33.713203	27.089951	10.844587	77.489799	87.232574	78.547272	122.388245	100.82579	84.674561	69.80172	29.670198	20.157206	11.339656	42.790424	66.873276	89.815544	148.429474	97.284317
YAL044W-A	YAL044W-A	0	0	0.295847	0	0	0	0	0	1.16324	0	0	0	0	0	0	2.162337	0	0.527965	0	0	0	0	0	0	0	0.115084	0	0.716007	0	0.564214
